record_id,hospital_name,ward,supplier_name,category,item_name,received_date,expiry_date,shelf_life_days,days_until_expiry,is_expired,qty_received,qty_remaining,unit_cost_usd,waste_value_usd,procurement_month
REC04529,North Medical Center,Cardiology,MedLine Supplies Co.,Surgical Supply,Suture Kit 3-0,2024-10-25,2027-07-29,1007,788,False,108,18,120.68,0.0,2024-10
REC04530,Valley Care Hospital,General Ward,MedLine Supplies Co.,Diagnostic Kit,COVID Rapid Test,2025-01-06,2025-10-24,291,145,False,491,112,223.45,0.0,2025-01
REC04531,North Medical Center,Emergency,CarePlus Distributors,Pharmaceutical,Insulin Glargine,2025-03-20,2026-09-12,541,468,False,266,68,136.08,0.0,2025-03
REC04532,Valley Care Hospital,Pharmacy Store,PharmaDirect Ltd.,Surgical Supply,Sterile Drape,2024-11-22,2027-01-20,789,598,False,417,49,370.55,0.0,2024-11
REC04533,Sunrise Clinic,Oncology,GlobalMed Imports,Pharmaceutical,Amoxicillin 500mg,2024-11-29,2026-08-26,635,451,False,152,45,247.82,0.0,2024-11
REC04534,Sunrise Clinic,Cardiology,GlobalMed Imports,Diagnostic Kit,Blood Glucose Strip,2024-10-02,2025-03-23,172,-70,True,53,28,395.78,11081.84,2024-10
REC04535,Sunrise Clinic,ICU,CarePlus Distributors,Pharmaceutical,Insulin Glargine,2024-07-28,2025-09-19,418,110,False,360,10,270.87,0.0,2024-07
REC04536,Valley Care Hospital,Oncology,NovaMed Solutions,PPE,Disposable Gown,2024-09-11,2026-06-06,633,370,False,105,7,399.39,0.0,2024-09
REC04537,City General Hospital,Emergency,GlobalMed Imports,IV Fluid,Ringer Lactate 1L,2024-11-04,2026-04-05,517,308,False,356,89,298.81,0.0,2024-11
REC04538,North Medical Center,Emergency,PharmaDirect Ltd.,Pharmaceutical,Amlodipine 5mg,2024-12-01,2025-09-22,295,113,False,161,28,96.81,0.0,2024-12
REC04539,Valley Care Hospital,Oncology,NovaMed Solutions,IV Fluid,Normal Saline 500ml,2025-03-17,2026-04-10,389,313,False,306,55,364.66,0.0,2025-03
REC04540,Sunrise Clinic,General Ward,MedLine Supplies Co.,Diagnostic Kit,Blood Glucose Strip,2025-04-17,2025-10-06,172,127,False,414,85,313.09,0.0,2025-04
REC04541,City General Hospital,ICU,GlobalMed Imports,Diagnostic Kit,Urine Dipstick,2024-09-28,2025-07-21,296,50,False,454,74,337.7,0.0,2024-09
REC04542,Valley Care Hospital,Cardiology,MedLine Supplies Co.,Diagnostic Kit,Pregnancy Test Kit,2024-09-11,2025-01-02,113,-150,True,78,23,208.77,4801.71,2024-09
REC04543,North Medical Center,Emergency,MedLine Supplies Co.,PPE,Face Shield,2024-08-15,2025-11-19,461,171,False,219,38,93.71,0.0,2024-08
REC04544,Metro Health Hub,Emergency,MedLine Supplies Co.,Diagnostic Kit,Urine Dipstick,2024-12-03,2025-05-28,176,-4,True,495,75,196.38,14728.5,2024-12
REC04545,Valley Care Hospital,Orthopedics,MedLine Supplies Co.,PPE,N95 Mask,2024-08-13,2026-07-13,699,407,False,344,92,328.66,0.0,2024-08
REC04546,City General Hospital,Pharmacy Store,PharmaDirect Ltd.,Diagnostic Kit,COVID Rapid Test,2024-12-19,2025-03-20,91,-73,True,335,49,8.88,435.12,2024-12
REC04547,North Medical Center,General Ward,CarePlus Distributors,Diagnostic Kit,Pregnancy Test Kit,2024-07-04,2025-04-25,295,-37,True,180,14,400.33,5604.62,2024-07
REC04548,North Medical Center,Oncology,GlobalMed Imports,Diagnostic Kit,Pregnancy Test Kit,2025-03-14,2025-10-26,226,147,False,408,73,333.56,0.0,2025-03
REC04549,Metro Health Hub,Oncology,GlobalMed Imports,Surgical Supply,Wound Dressing Pack,2024-05-17,2025-05-30,378,-2,True,63,73,429.58,31359.34,2024-05
REC04550,Metro Health Hub,Orthopedics,PharmaDirect Ltd.,Surgical Supply,Sterile Drape,2024-06-12,2027-01-17,949,595,False,222,23,204.86,0.0,2024-06
REC04551,North Medical Center,General Ward,NovaMed Solutions,Pharmaceutical,Paracetamol 500mg,2025-04-02,2026-01-11,284,224,False,249,15,421.25,0.0,2025-04
REC04552,North Medical Center,Oncology,MedLine Supplies Co.,Pharmaceutical,Paracetamol 500mg,2024-09-15,2025-03-15,181,-78,True,350,6,274.31,1645.86,2024-09
REC04553,Sunrise Clinic,Emergency,PharmaDirect Ltd.,Diagnostic Kit,COVID Rapid Test,2025-04-14,2025-10-30,199,151,False,275,7,63.04,0.0,2025-04
REC04554,Sunrise Clinic,Orthopedics,CarePlus Distributors,IV Fluid,Mannitol 20%,2025-05-22,2026-04-24,337,327,False,170,29,344.1,0.0,2025-05
REC04555,North Medical Center,Emergency,MedLine Supplies Co.,Surgical Supply,Sterile Drape,2025-02-10,2026-05-09,453,342,False,400,14,147.19,0.0,2025-02
REC04556,City General Hospital,Emergency,PharmaDirect Ltd.,Pharmaceutical,Metformin 850mg,2025-02-16,2026-07-25,524,419,False,440,64,412.5,0.0,2025-02
REC04557,Sunrise Clinic,Emergency,PharmaDirect Ltd.,Pharmaceutical,Amoxicillin 500mg,2024-11-21,2025-08-21,273,81,False,362,37,444.15,0.0,2024-11
REC04558,North Medical Center,Pharmacy Store,GlobalMed Imports,IV Fluid,Mannitol 20%,2025-02-10,2025-11-25,288,177,False,353,78,15.64,0.0,2025-02
REC04559,Metro Health Hub,ICU,PharmaDirect Ltd.,PPE,N95 Mask,2025-01-16,2026-07-10,540,404,False,150,45,172.18,0.0,2025-01
REC04560,North Medical Center,Emergency,PharmaDirect Ltd.,IV Fluid,Ringer Lactate 1L,2024-10-20,2025-09-19,334,110,False,136,11,232.98,0.0,2024-10
REC04561,Sunrise Clinic,Orthopedics,CarePlus Distributors,Diagnostic Kit,Blood Glucose Strip,2024-12-15,2025-08-26,254,86,False,278,78,256.74,0.0,2024-12
REC04562,Valley Care Hospital,Cardiology,MedLine Supplies Co.,Diagnostic Kit,Pregnancy Test Kit,2024-10-01,2025-05-01,212,-31,True,227,27,55.88,1508.76,2024-10
REC04563,City General Hospital,Oncology,GlobalMed Imports,IV Fluid,Ringer Lactate 1L,2025-05-19,2026-01-27,253,240,False,404,120,354.51,0.0,2025-05
REC04564,Metro Health Hub,Emergency,PharmaDirect Ltd.,Pharmaceutical,Metformin 850mg,2024-12-16,2026-03-08,447,280,False,281,42,9.0,0.0,2024-12
REC04565,North Medical Center,Cardiology,NovaMed Solutions,IV Fluid,Normal Saline 500ml,2025-02-14,2025-12-20,309,202,False,493,4,304.9,0.0,2025-02
REC04566,Sunrise Clinic,Pharmacy Store,GlobalMed Imports,IV Fluid,Dextrose 5% 1L,2024-10-23,2025-07-08,258,37,False,145,25,426.37,0.0,2024-10
REC04567,Sunrise Clinic,Cardiology,CarePlus Distributors,Diagnostic Kit,Blood Glucose Strip,2024-11-05,2025-10-21,350,142,False,362,55,216.75,0.0,2024-11
REC04568,North Medical Center,Cardiology,NovaMed Solutions,Surgical Supply,Scalpel Blade 22,2024-07-21,2026-09-12,783,468,False,403,29,94.74,0.0,2024-07
REC04569,Valley Care Hospital,Orthopedics,CarePlus Distributors,PPE,Surgical Mask Box,2025-04-04,2026-11-03,578,520,False,391,110,219.07,0.0,2025-04
REC04570,Sunrise Clinic,Cardiology,MedLine Supplies Co.,Pharmaceutical,Amlodipine 5mg,2024-07-18,2025-10-30,469,151,False,111,19,331.3,0.0,2024-07
REC04571,Valley Care Hospital,Emergency,PharmaDirect Ltd.,IV Fluid,Normal Saline 500ml,2025-02-05,2026-07-23,533,417,False,253,3,369.06,0.0,2025-02
REC04572,Valley Care Hospital,Cardiology,CarePlus Distributors,PPE,Disposable Gown,2024-08-06,2026-01-10,522,223,False,448,21,339.61,0.0,2024-08
REC04573,Valley Care Hospital,Orthopedics,GlobalMed Imports,Pharmaceutical,Insulin Glargine,2024-11-15,2025-11-03,353,155,False,281,67,270.59,0.0,2024-11
REC04574,City General Hospital,ICU,PharmaDirect Ltd.,Pharmaceutical,Omeprazole 20mg,2024-08-04,2025-02-15,195,-106,True,196,66,332.18,21923.88,2024-08
REC04575,Valley Care Hospital,General Ward,GlobalMed Imports,Pharmaceutical,Metformin 850mg,2024-09-24,2025-10-26,397,147,False,370,104,431.94,0.0,2024-09
REC04576,North Medical Center,Emergency,GlobalMed Imports,Pharmaceutical,Insulin Glargine,2024-06-05,2025-04-23,322,-39,True,128,23,90.66,2085.18,2024-06
REC04577,Valley Care Hospital,Orthopedics,CarePlus Distributors,PPE,Surgical Mask Box,2025-01-29,2026-03-24,419,296,False,407,15,430.89,0.0,2025-01
REC04578,Valley Care Hospital,General Ward,PharmaDirect Ltd.,IV Fluid,Dextrose 5% 1L,2024-08-18,2025-09-26,404,117,False,289,49,441.17,0.0,2024-08
REC04579,Sunrise Clinic,Oncology,GlobalMed Imports,Surgical Supply,Scalpel Blade 22,2025-05-19,2026-11-21,551,538,False,464,104,149.74,0.0,2025-05
REC04580,City General Hospital,Oncology,NovaMed Solutions,PPE,Disposable Gown,2024-11-30,2026-06-24,571,388,False,129,1,173.5,0.0,2024-11
REC04581,North Medical Center,ICU,MedLine Supplies Co.,Diagnostic Kit,COVID Rapid Test,2024-07-26,2025-06-05,314,4,False,138,75,37.91,2843.25,2024-07
REC04582,City General Hospital,Pharmacy Store,CarePlus Distributors,PPE,Face Shield,2025-01-21,2026-03-05,408,277,False,346,90,248.5,0.0,2025-01
REC04583,Sunrise Clinic,ICU,GlobalMed Imports,PPE,Disposable Gown,2025-01-15,2026-09-04,597,460,False,435,71,258.23,0.0,2025-01
REC04584,Valley Care Hospital,Oncology,GlobalMed Imports,Diagnostic Kit,Blood Glucose Strip,2025-02-24,2025-08-18,175,78,False,382,0,66.08,0.0,2025-02
REC04585,City General Hospital,Orthopedics,NovaMed Solutions,Pharmaceutical,Omeprazole 20mg,2025-04-08,2026-10-26,566,512,False,464,45,124.67,0.0,2025-04
REC04586,Sunrise Clinic,Cardiology,GlobalMed Imports,Diagnostic Kit,COVID Rapid Test,2024-06-21,2024-11-25,157,-188,True,103,30,221.78,6653.4,2024-06
REC04587,City General Hospital,Pharmacy Store,GlobalMed Imports,Pharmaceutical,Amoxicillin 500mg,2025-01-18,2026-11-16,667,533,False,486,85,271.44,0.0,2025-01
REC04588,City General Hospital,General Ward,MedLine Supplies Co.,Surgical Supply,Sterile Drape,2024-08-22,2027-02-12,904,621,False,169,20,223.15,0.0,2024-08
REC04589,Valley Care Hospital,ICU,MedLine Supplies Co.,IV Fluid,Ringer Lactate 1L,2024-12-31,2025-11-16,320,168,False,104,12,78.85,0.0,2024-12
REC04590,Valley Care Hospital,Oncology,NovaMed Solutions,Pharmaceutical,Metformin 850mg,2024-07-17,2025-04-26,283,-36,True,400,20,377.98,7559.6,2024-07
REC04591,Sunrise Clinic,Pharmacy Store,NovaMed Solutions,Pharmaceutical,Amoxicillin 500mg,2025-04-25,2026-01-26,276,239,False,147,23,114.37,0.0,2025-04
REC04592,Sunrise Clinic,Cardiology,PharmaDirect Ltd.,IV Fluid,Dextrose 5% 1L,2024-09-03,2025-03-26,204,-67,True,108,22,312.73,6880.06,2024-09
REC04593,North Medical Center,Cardiology,NovaMed Solutions,Pharmaceutical,Omeprazole 20mg,2024-09-11,2026-04-05,571,308,False,98,12,253.54,0.0,2024-09
REC04594,Valley Care Hospital,Emergency,GlobalMed Imports,PPE,Face Shield,2024-09-25,2026-07-01,644,395,False,89,19,91.44,0.0,2024-09
REC04595,City General Hospital,Pharmacy Store,NovaMed Solutions,IV Fluid,Mannitol 20%,2024-05-05,2024-11-07,186,-206,True,468,37,214.76,7946.12,2024-05
REC04596,Valley Care Hospital,Emergency,GlobalMed Imports,Pharmaceutical,Metformin 850mg,2024-08-31,2025-08-14,348,74,False,90,22,135.88,0.0,2024-08
REC04597,Valley Care Hospital,Oncology,PharmaDirect Ltd.,Pharmaceutical,Insulin Glargine,2024-12-19,2026-02-11,419,255,False,245,72,210.34,0.0,2024-12
REC04598,Valley Care Hospital,Emergency,PharmaDirect Ltd.,Diagnostic Kit,Pregnancy Test Kit,2025-01-29,2025-05-07,98,-25,True,352,62,190.36,11802.32,2025-01
REC04599,City General Hospital,Emergency,MedLine Supplies Co.,Diagnostic Kit,Urine Dipstick,2025-05-19,2025-10-09,143,130,False,95,21,41.28,0.0,2025-05
REC04600,Metro Health Hub,Orthopedics,GlobalMed Imports,IV Fluid,Mannitol 20%,2024-11-04,2025-11-17,378,169,False,104,24,309.16,0.0,2024-11
REC04601,Valley Care Hospital,General Ward,MedLine Supplies Co.,IV Fluid,Ringer Lactate 1L,2024-06-03,2025-10-02,486,123,False,300,16,240.09,0.0,2024-06
REC04602,Sunrise Clinic,ICU,GlobalMed Imports,PPE,N95 Mask,2024-08-22,2025-11-01,436,153,False,165,49,128.15,0.0,2024-08
REC04603,Metro Health Hub,General Ward,PharmaDirect Ltd.,Diagnostic Kit,Pregnancy Test Kit,2025-03-11,2026-01-31,326,244,False,454,56,351.78,0.0,2025-03
REC04604,City General Hospital,Cardiology,PharmaDirect Ltd.,IV Fluid,Dextrose 5% 1L,2025-05-09,2026-10-09,518,495,False,349,86,414.83,0.0,2025-05
REC04605,Valley Care Hospital,Cardiology,PharmaDirect Ltd.,Surgical Supply,Surgical Gloves L,2024-07-07,2025-09-09,429,100,False,460,99,192.01,0.0,2024-07
REC04606,City General Hospital,General Ward,GlobalMed Imports,IV Fluid,Dextrose 5% 1L,2025-04-01,2026-03-24,357,296,False,178,46,324.53,0.0,2025-04
REC04607,Sunrise Clinic,ICU,CarePlus Distributors,IV Fluid,Normal Saline 500ml,2024-11-16,2025-12-14,393,196,False,248,44,174.38,0.0,2024-11
REC04608,City General Hospital,Emergency,MedLine Supplies Co.,Diagnostic Kit,Pregnancy Test Kit,2024-11-04,2025-03-22,138,-71,True,445,19,437.08,8304.52,2024-11
REC04609,North Medical Center,General Ward,GlobalMed Imports,IV Fluid,Normal Saline 500ml,2025-03-30,2026-09-15,534,471,False,370,67,346.19,0.0,2025-03
REC04610,City General Hospital,Oncology,MedLine Supplies Co.,PPE,Disposable Gown,2024-09-13,2026-03-05,538,277,False,120,22,208.54,0.0,2024-09
REC04611,Valley Care Hospital,Cardiology,NovaMed Solutions,Surgical Supply,Suture Kit 3-0,2024-11-26,2027-09-18,1026,839,False,480,132,189.46,0.0,2024-11
REC04612,Valley Care Hospital,Oncology,PharmaDirect Ltd.,Surgical Supply,Surgical Gloves L,2025-01-13,2026-10-26,651,512,False,358,85,378.81,0.0,2025-01
REC04613,City General Hospital,Orthopedics,MedLine Supplies Co.,Surgical Supply,Surgical Gloves L,2024-06-03,2025-08-08,431,68,False,328,72,372.31,0.0,2024-06
REC04614,Valley Care Hospital,Pharmacy Store,MedLine Supplies Co.,Diagnostic Kit,COVID Rapid Test,2025-04-28,2026-02-27,305,271,False,208,53,331.58,0.0,2025-04
REC04615,Metro Health Hub,ICU,NovaMed Solutions,Pharmaceutical,Amlodipine 5mg,2025-05-01,2026-10-10,527,496,False,477,90,203.92,0.0,2025-05
REC04616,Metro Health Hub,Orthopedics,MedLine Supplies Co.,Pharmaceutical,Paracetamol 500mg,2024-12-07,2025-08-01,237,61,False,53,8,177.43,0.0,2024-12
REC04617,Metro Health Hub,Orthopedics,CarePlus Distributors,PPE,N95 Mask,2024-08-31,2026-05-29,636,362,False,436,48,172.73,0.0,2024-08
REC04618,Metro Health Hub,Oncology,PharmaDirect Ltd.,Pharmaceutical,Omeprazole 20mg,2024-05-29,2025-06-11,378,10,False,84,39,412.94,16104.66,2024-05
REC04619,Sunrise Clinic,Pharmacy Store,NovaMed Solutions,PPE,Disposable Gown,2024-05-21,2025-12-03,561,185,False,368,12,162.49,0.0,2024-05
REC04620,North Medical Center,General Ward,CarePlus Distributors,PPE,Disposable Gown,2024-08-19,2026-08-07,718,432,False,120,16,149.23,0.0,2024-08
REC04621,Sunrise Clinic,Oncology,NovaMed Solutions,IV Fluid,Normal Saline 500ml,2024-11-18,2025-11-05,352,157,False,70,10,194.91,0.0,2024-11
REC04622,City General Hospital,ICU,PharmaDirect Ltd.,Pharmaceutical,Paracetamol 500mg,2024-05-07,2026-05-06,729,339,False,352,91,167.18,0.0,2024-05
REC04623,Sunrise Clinic,Emergency,MedLine Supplies Co.,PPE,N95 Mask,2024-07-31,2026-03-12,589,284,False,192,53,322.6,0.0,2024-07
REC04624,City General Hospital,Oncology,MedLine Supplies Co.,Pharmaceutical,Metformin 850mg,2025-01-01,2027-01-01,730,579,False,329,84,344.51,0.0,2025-01
REC04625,Metro Health Hub,General Ward,PharmaDirect Ltd.,Diagnostic Kit,Pregnancy Test Kit,2025-02-21,2026-02-18,362,262,False,422,25,358.45,0.0,2025-02
REC04626,North Medical Center,Oncology,GlobalMed Imports,Surgical Supply,Scalpel Blade 22,2024-06-17,2026-10-23,858,509,False,306,84,257.78,0.0,2024-06
REC04627,Valley Care Hospital,Oncology,GlobalMed Imports,Diagnostic Kit,Urine Dipstick,2024-10-31,2025-06-05,217,4,False,432,251,443.3,111268.3,2024-10
REC04628,Metro Health Hub,Orthopedics,MedLine Supplies Co.,PPE,Disposable Gown,2024-08-08,2026-07-14,705,408,False,146,3,352.36,0.0,2024-08
REC04629,Valley Care Hospital,Oncology,MedLine Supplies Co.,PPE,N95 Mask,2024-06-01,2026-01-01,579,214,False,84,14,11.09,0.0,2024-06
REC04630,City General Hospital,Pharmacy Store,NovaMed Solutions,Pharmaceutical,Amoxicillin 500mg,2025-02-01,2026-07-25,539,419,False,404,50,62.02,0.0,2025-02
REC04631,City General Hospital,General Ward,GlobalMed Imports,Pharmaceutical,Metformin 850mg,2024-08-26,2025-03-20,206,-73,True,225,52,12.93,672.36,2024-08
REC04632,North Medical Center,Cardiology,GlobalMed Imports,Diagnostic Kit,Urine Dipstick,2025-04-15,2026-01-25,285,238,False,71,11,327.86,0.0,2025-04
REC04633,Valley Care Hospital,Emergency,NovaMed Solutions,IV Fluid,Dextrose 5% 1L,2025-02-16,2026-04-02,410,305,False,326,72,82.55,0.0,2025-02
REC04634,City General Hospital,Pharmacy Store,CarePlus Distributors,Pharmaceutical,Amlodipine 5mg,2025-02-12,2026-11-24,650,541,False,294,50,316.83,0.0,2025-02
REC04635,Metro Health Hub,Cardiology,GlobalMed Imports,Surgical Supply,Surgical Gloves L,2024-06-13,2025-11-16,521,168,False,148,9,104.27,0.0,2024-06
REC04636,Sunrise Clinic,Orthopedics,GlobalMed Imports,IV Fluid,Mannitol 20%,2024-09-21,2025-12-24,459,206,False,154,11,126.59,0.0,2024-09
REC04637,Sunrise Clinic,Cardiology,GlobalMed Imports,Surgical Supply,Scalpel Blade 22,2024-06-24,2027-01-08,928,586,False,233,60,391.03,0.0,2024-06
REC04638,Valley Care Hospital,Emergency,GlobalMed Imports,PPE,Face Shield,2024-06-10,2025-11-10,518,162,False,237,11,349.64,0.0,2024-06
REC04639,Sunrise Clinic,Emergency,PharmaDirect Ltd.,Surgical Supply,Scalpel Blade 22,2024-08-05,2026-05-03,636,336,False,115,23,43.31,0.0,2024-08
REC04640,Sunrise Clinic,Pharmacy Store,MedLine Supplies Co.,PPE,Disposable Gown,2025-02-05,2026-10-02,604,488,False,296,67,178.5,0.0,2025-02
REC04641,Valley Care Hospital,Cardiology,MedLine Supplies Co.,Diagnostic Kit,Urine Dipstick,2024-08-09,2025-07-13,338,42,False,277,52,350.46,0.0,2024-08
REC04642,City General Hospital,General Ward,CarePlus Distributors,Pharmaceutical,Metformin 850mg,2025-04-18,2027-04-04,716,672,False,299,72,427.16,0.0,2025-04
REC04643,Sunrise Clinic,Cardiology,NovaMed Solutions,PPE,Disposable Gown,2024-10-10,2026-09-26,716,482,False,409,3,299.94,0.0,2024-10
REC04644,Valley Care Hospital,Pharmacy Store,CarePlus Distributors,Diagnostic Kit,Pregnancy Test Kit,2025-02-22,2025-12-16,297,198,False,445,104,150.38,0.0,2025-02
REC04645,North Medical Center,Pharmacy Store,NovaMed Solutions,Diagnostic Kit,COVID Rapid Test,2024-11-26,2025-05-02,157,-30,True,86,34,321.25,10922.5,2024-11
REC04646,Sunrise Clinic,Cardiology,CarePlus Distributors,PPE,Disposable Gown,2024-07-07,2026-03-24,625,296,False,268,40,355.06,0.0,2024-07
REC04647,Sunrise Clinic,Oncology,PharmaDirect Ltd.,Pharmaceutical,Amoxicillin 500mg,2024-09-11,2025-03-24,194,-69,True,287,9,50.39,453.51,2024-09
REC04648,Valley Care Hospital,Oncology,CarePlus Distributors,Surgical Supply,Scalpel Blade 22,2024-12-16,2026-05-01,501,334,False,221,19,310.51,0.0,2024-12
REC04649,North Medical Center,Emergency,CarePlus Distributors,PPE,Disposable Gown,2025-02-11,2026-06-13,487,377,False,121,0,423.46,0.0,2025-02
REC04650,Valley Care Hospital,ICU,MedLine Supplies Co.,Pharmaceutical,Amoxicillin 500mg,2025-02-02,2025-10-22,262,143,False,92,23,126.91,0.0,2025-02
REC04651,North Medical Center,Emergency,NovaMed Solutions,PPE,Face Shield,2024-10-08,2026-09-23,715,479,False,298,31,132.33,0.0,2024-10
REC04652,North Medical Center,Cardiology,CarePlus Distributors,Surgical Supply,Suture Kit 3-0,2024-07-16,2026-01-24,557,237,False,83,17,356.93,0.0,2024-07
REC04653,Metro Health Hub,Orthopedics,NovaMed Solutions,PPE,Face Shield,2024-07-07,2026-03-26,627,298,False,378,1,237.16,0.0,2024-07
REC04654,North Medical Center,Cardiology,MedLine Supplies Co.,IV Fluid,Dextrose 5% 1L,2025-03-13,2026-01-26,319,239,False,268,18,214.7,0.0,2025-03
REC04655,City General Hospital,Orthopedics,MedLine Supplies Co.,Surgical Supply,Sterile Drape,2024-12-20,2027-09-05,989,826,False,338,69,439.91,0.0,2024-12
REC04656,Metro Health Hub,Oncology,CarePlus Distributors,IV Fluid,Mannitol 20%,2025-05-08,2026-02-13,281,257,False,467,106,68.3,0.0,2025-05
REC04657,Sunrise Clinic,General Ward,PharmaDirect Ltd.,Diagnostic Kit,Pregnancy Test Kit,2025-02-21,2025-10-22,243,143,False,92,4,328.22,0.0,2025-02
REC04658,City General Hospital,Pharmacy Store,MedLine Supplies Co.,Pharmaceutical,Paracetamol 500mg,2025-02-23,2026-12-04,649,551,False,473,11,266.03,0.0,2025-02
REC04659,North Medical Center,Cardiology,NovaMed Solutions,Surgical Supply,Suture Kit 3-0,2025-05-03,2026-07-17,440,411,False,120,32,160.9,0.0,2025-05
REC04660,City General Hospital,General Ward,NovaMed Solutions,Diagnostic Kit,COVID Rapid Test,2024-12-07,2025-09-21,288,112,False,134,14,221.13,0.0,2024-12
REC04661,Metro Health Hub,ICU,CarePlus Distributors,IV Fluid,Mannitol 20%,2024-09-21,2025-04-12,203,-50,True,140,25,433.88,10847.0,2024-09
REC04662,Valley Care Hospital,Oncology,CarePlus Distributors,Surgical Supply,Sterile Drape,2024-04-28,2026-10-01,886,487,False,268,59,429.92,0.0,2024-04
REC04663,Sunrise Clinic,Emergency,CarePlus Distributors,Diagnostic Kit,Blood Glucose Strip,2025-04-13,2025-09-21,161,112,False,328,84,364.1,0.0,2025-04
REC04664,Sunrise Clinic,General Ward,GlobalMed Imports,IV Fluid,Mannitol 20%,2025-01-22,2026-04-22,455,325,False,89,19,191.72,0.0,2025-01
REC04665,Sunrise Clinic,Orthopedics,NovaMed Solutions,PPE,Disposable Gown,2024-08-16,2025-10-02,412,123,False,119,5,69.29,0.0,2024-08
REC04666,North Medical Center,General Ward,GlobalMed Imports,PPE,Surgical Mask Box,2024-05-11,2026-01-10,609,223,False,328,15,122.09,0.0,2024-05
REC04667,Sunrise Clinic,Oncology,GlobalMed Imports,IV Fluid,Normal Saline 500ml,2024-06-17,2025-08-05,414,65,False,475,47,379.14,0.0,2024-06
REC04668,Metro Health Hub,Emergency,MedLine Supplies Co.,Diagnostic Kit,Pregnancy Test Kit,2024-12-07,2025-04-28,142,-34,True,241,58,360.69,20920.02,2024-12
REC04669,North Medical Center,Orthopedics,GlobalMed Imports,Pharmaceutical,Metformin 850mg,2024-12-21,2025-11-27,341,179,False,421,102,194.59,0.0,2024-12
REC04670,Valley Care Hospital,Pharmacy Store,GlobalMed Imports,IV Fluid,Ringer Lactate 1L,2024-11-13,2025-05-18,186,-14,True,57,29,385.96,11192.84,2024-11
REC04671,Metro Health Hub,Pharmacy Store,MedLine Supplies Co.,PPE,Disposable Gown,2025-03-14,2026-11-11,607,528,False,229,4,377.7,0.0,2025-03
REC04672,North Medical Center,General Ward,NovaMed Solutions,PPE,Surgical Mask Box,2024-11-04,2026-01-31,453,244,False,170,35,352.11,0.0,2024-11
REC04673,Valley Care Hospital,General Ward,GlobalMed Imports,PPE,N95 Mask,2024-09-14,2026-02-18,522,262,False,341,63,21.23,0.0,2024-09
REC04674,North Medical Center,Oncology,CarePlus Distributors,PPE,N95 Mask,2024-05-15,2026-04-02,687,305,False,468,68,101.23,0.0,2024-05
REC04675,Valley Care Hospital,Cardiology,MedLine Supplies Co.,Surgical Supply,Suture Kit 3-0,2024-07-29,2025-08-25,392,85,False,491,30,397.5,0.0,2024-07
REC04676,North Medical Center,ICU,NovaMed Solutions,Pharmaceutical,Amoxicillin 500mg,2025-05-02,2027-05-02,730,700,False,233,30,61.24,0.0,2025-05
REC04677,Metro Health Hub,ICU,CarePlus Distributors,PPE,Surgical Mask Box,2024-08-01,2026-05-20,657,353,False,320,3,132.93,0.0,2024-08
REC04678,Valley Care Hospital,Orthopedics,MedLine Supplies Co.,Pharmaceutical,Amoxicillin 500mg,2025-04-05,2026-07-21,472,415,False,464,119,371.44,0.0,2025-04
REC04679,Valley Care Hospital,Oncology,CarePlus Distributors,Pharmaceutical,Omeprazole 20mg,2025-02-13,2025-09-26,225,117,False,426,103,232.92,0.0,2025-02
REC04680,Sunrise Clinic,General Ward,GlobalMed Imports,IV Fluid,Normal Saline 500ml,2025-02-18,2026-03-22,397,294,False,172,22,26.31,0.0,2025-02
REC04681,Sunrise Clinic,ICU,CarePlus Distributors,Pharmaceutical,Omeprazole 20mg,2025-02-09,2025-12-15,309,197,False,394,44,71.63,0.0,2025-02
REC04682,Sunrise Clinic,Cardiology,NovaMed Solutions,PPE,Face Shield,2024-07-01,2026-04-01,639,304,False,262,48,211.4,0.0,2024-07
REC04683,City General Hospital,Emergency,CarePlus Distributors,Pharmaceutical,Amlodipine 5mg,2025-02-27,2027-01-25,697,603,False,477,3,377.01,0.0,2025-02
REC04684,North Medical Center,Emergency,PharmaDirect Ltd.,Diagnostic Kit,Blood Glucose Strip,2024-10-05,2025-09-10,340,101,False,438,121,110.01,0.0,2024-10
REC04685,North Medical Center,Pharmacy Store,PharmaDirect Ltd.,Surgical Supply,Sterile Drape,2024-05-17,2025-12-31,593,213,False,378,93,65.73,0.0,2024-05
REC04686,Valley Care Hospital,Cardiology,CarePlus Distributors,Diagnostic Kit,Urine Dipstick,2025-04-30,2025-12-17,231,199,False,302,51,167.66,0.0,2025-04
REC04687,Metro Health Hub,Emergency,GlobalMed Imports,Pharmaceutical,Amoxicillin 500mg,2024-05-30,2025-01-16,231,-136,True,94,20,239.53,4790.6,2024-05
REC04688,City General Hospital,Emergency,CarePlus Distributors,IV Fluid,Dextrose 5% 1L,2024-07-07,2025-06-06,334,5,False,390,157,40.65,6382.05,2024-07
REC04689,City General Hospital,Orthopedics,CarePlus Distributors,PPE,Disposable Gown,2025-01-27,2026-07-25,544,419,False,396,67,23.91,0.0,2025-01
REC04690,North Medical Center,Pharmacy Store,NovaMed Solutions,Diagnostic Kit,Pregnancy Test Kit,2024-11-30,2025-04-19,140,-43,True,106,70,418.22,29275.4,2024-11
REC04691,Sunrise Clinic,ICU,MedLine Supplies Co.,Surgical Supply,Suture Kit 3-0,2024-09-13,2027-07-26,1046,785,False,181,24,242.36,0.0,2024-09
